Logging to logs\PPO_17
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0001     |
|    loss                 | -0.088     |
|    n_updates            | 920        |
|    policy_gradient_loss | -0.0918    |
|    value_loss           | 0.000185   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.248      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 94         |
|    time_elapsed         | 2345       |
|    total_timesteps      | 770048     |
| train/                  |            |
|    approx_kl            | 0.16961744 |
|    clip_fraction        | 0.643      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.85      |
|    explained_variance   | -0.127     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.103     |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.0886    |
|    value_loss           | 0.000186   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.71e+03   |
|    ep_rew_mean          | 0.24       |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 95         |
|    time_elapsed         | 2371       |
|    total_timesteps      | 778240     |
| train/                  |            |
|    approx_kl            | 0.15027705 |
|    clip_fraction        | 0.636      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.224     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0951    |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.0913    |
|    value_loss           | 0.000116   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.232      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 96         |
|    time_elapsed         | 2396       |
|    total_timesteps      | 786432     |
| train/                  |            |
|    approx_kl            | 0.22312313 |
|    clip_fraction        | 0.676      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.143     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.141     |
|    n_updates            | 950        |
|    policy_gradient_loss | -0.0913    |
|    value_loss           | 0.000132   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.73e+03  |
|    ep_rew_mean          | 0.212     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 97        |
|    time_elapsed         | 2421      |
|    total_timesteps      | 794624    |
| train/                  |           |
|    approx_kl            | 0.1740413 |
|    clip_fraction        | 0.654     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.86     |
|    explained_variance   | -0.103    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.137    |
|    n_updates            | 960       |
|    policy_gradient_loss | -0.0877   |
|    value_loss           | 0.000135  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.205      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 98         |
|    time_elapsed         | 2446       |
|    total_timesteps      | 802816     |
| train/                  |            |
|    approx_kl            | 0.19709359 |
|    clip_fraction        | 0.655      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.042     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.123     |
|    n_updates            | 970        |
|    policy_gradient_loss | -0.0818    |
|    value_loss           | 0.000202   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.215      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 99         |
|    time_elapsed         | 2471       |
|    total_timesteps      | 811008     |
| train/                  |            |
|    approx_kl            | 0.19038029 |
|    clip_fraction        | 0.665      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.273     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.135     |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.0947    |
|    value_loss           | 0.00016    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.212      |
| time/                   |            |
|    fps                  | 328        |
|    iterations           | 100        |
|    time_elapsed         | 2497       |
|    total_timesteps      | 819200     |
| train/                  |            |
|    approx_kl            | 0.18045267 |
|    clip_fraction        | 0.658      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.74      |
|    explained_variance   | -0.158     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0954    |
|    n_updates            | 990        |
|    policy_gradient_loss | -0.0921    |
|    value_loss           | 0.000139   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.79e+03  |
|    ep_rew_mean          | 0.219     |
| time/                   |           |
|    fps                  | 328       |
|    iterations           | 101       |
|    time_elapsed         | 2522      |
|    total_timesteps      | 827392    |
| train/                  |           |
|    approx_kl            | 0.1898045 |
|    clip_fraction        | 0.65      |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.82     |
|    explained_variance   | -0.12     |
|    learning_rate        | 0.0001    |
|    loss                 | -0.118    |
|    n_updates            | 1000      |
|    policy_gradient_loss | -0.0878   |
|    value_loss           | 0.000144  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.218      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 102        |
|    time_elapsed         | 2548       |
|    total_timesteps      | 835584     |
| train/                  |            |
|    approx_kl            | 0.21912768 |
|    clip_fraction        | 0.67       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.211     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0981    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.0879    |
|    value_loss           | 0.000143   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.8e+03    |
|    ep_rew_mean          | 0.211      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 103        |
|    time_elapsed         | 2573       |
|    total_timesteps      | 843776     |
| train/                  |            |
|    approx_kl            | 0.21182102 |
|    clip_fraction        | 0.666      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.219     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.126     |
|    n_updates            | 1020       |
|    policy_gradient_loss | -0.0898    |
|    value_loss           | 0.000169   |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1.8e+03  |
|    ep_rew_mean          | 0.219    |
| time/                   |          |
|    fps                  | 327      |
|    iterations           | 104      |
|    time_elapsed         | 2598     |
|    total_timesteps      | 851968   |
| train/                  |          |
|    approx_kl            | 0.209546 |
|    clip_fraction        | 0.661    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.77    |
|    explained_variance   | -0.0714  |
|    learning_rate        | 0.0001   |
|    loss                 | -0.114   |
|    n_updates            | 1030     |
|    policy_gradient_loss | -0.0866  |
|    value_loss           | 0.000201 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.219      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 105        |
|    time_elapsed         | 2622       |
|    total_timesteps      | 860160     |
| train/                  |            |
|    approx_kl            | 0.19882202 |
|    clip_fraction        | 0.675      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | -0.128     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1040       |
|    policy_gradient_loss | -0.0935    |
|    value_loss           | 0.000221   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.225      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 106        |
|    time_elapsed         | 2649       |
|    total_timesteps      | 868352     |
| train/                  |            |
|    approx_kl            | 0.18524104 |
|    clip_fraction        | 0.657      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.119     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.112     |
|    n_updates            | 1050       |
|    policy_gradient_loss | -0.0903    |
|    value_loss           | 0.000232   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.8e+03   |
|    ep_rew_mean          | 0.229     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 107       |
|    time_elapsed         | 2674      |
|    total_timesteps      | 876544    |
| train/                  |           |
|    approx_kl            | 0.2398526 |
|    clip_fraction        | 0.688     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.74     |
|    explained_variance   | -0.173    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.129    |
|    n_updates            | 1060      |
|    policy_gradient_loss | -0.1      |
|    value_loss           | 0.000221  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.22       |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 108        |
|    time_elapsed         | 2699       |
|    total_timesteps      | 884736     |
| train/                  |            |
|    approx_kl            | 0.22406499 |
|    clip_fraction        | 0.685      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.191     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.132     |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.0971    |
|    value_loss           | 0.000139   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.81e+03  |
|    ep_rew_mean          | 0.223     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 109       |
|    time_elapsed         | 2725      |
|    total_timesteps      | 892928    |
| train/                  |           |
|    approx_kl            | 0.2099807 |
|    clip_fraction        | 0.671     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.82     |
|    explained_variance   | -0.0304   |
|    learning_rate        | 0.0001    |
|    loss                 | -0.105    |
|    n_updates            | 1080      |
|    policy_gradient_loss | -0.0865   |
|    value_loss           | 0.000183  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.84e+03   |
|    ep_rew_mean          | 0.225      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 110        |
|    time_elapsed         | 2750       |
|    total_timesteps      | 901120     |
| train/                  |            |
|    approx_kl            | 0.18864596 |
|    clip_fraction        | 0.655      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.093     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1090       |
|    policy_gradient_loss | -0.0909    |
|    value_loss           | 0.000122   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.8e+03    |
|    ep_rew_mean          | 0.213      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 111        |
|    time_elapsed         | 2776       |
|    total_timesteps      | 909312     |
| train/                  |            |
|    approx_kl            | 0.16975819 |
|    clip_fraction        | 0.646      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.0162    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0948    |
|    n_updates            | 1100       |
|    policy_gradient_loss | -0.0838    |
|    value_loss           | 0.000166   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.215      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 112        |
|    time_elapsed         | 2801       |
|    total_timesteps      | 917504     |
| train/                  |            |
|    approx_kl            | 0.22776508 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.7       |
|    explained_variance   | -0.186     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1110       |
|    policy_gradient_loss | -0.0922    |
|    value_loss           | 0.000222   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.214      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 113        |
|    time_elapsed         | 2826       |
|    total_timesteps      | 925696     |
| train/                  |            |
|    approx_kl            | 0.20033897 |
|    clip_fraction        | 0.676      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.13      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1120       |
|    policy_gradient_loss | -0.0948    |
|    value_loss           | 0.000187   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.229      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 114        |
|    time_elapsed         | 2851       |
|    total_timesteps      | 933888     |
| train/                  |            |
|    approx_kl            | 0.21014345 |
|    clip_fraction        | 0.678      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.191     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.132     |
|    n_updates            | 1130       |
|    policy_gradient_loss | -0.0961    |
|    value_loss           | 0.000153   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.84e+03  |
|    ep_rew_mean          | 0.229     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 115       |
|    time_elapsed         | 2876      |
|    total_timesteps      | 942080    |
| train/                  |           |
|    approx_kl            | 0.1852269 |
|    clip_fraction        | 0.655     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.76     |
|    explained_variance   | -0.125    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.117    |
|    n_updates            | 1140      |
|    policy_gradient_loss | -0.0842   |
|    value_loss           | 0.000139  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.84e+03   |
|    ep_rew_mean          | 0.226      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 116        |
|    time_elapsed         | 2902       |
|    total_timesteps      | 950272     |
| train/                  |            |
|    approx_kl            | 0.20463315 |
|    clip_fraction        | 0.68       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.182     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.126     |
|    n_updates            | 1150       |
|    policy_gradient_loss | -0.0904    |
|    value_loss           | 0.000149   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.229      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 117        |
|    time_elapsed         | 2927       |
|    total_timesteps      | 958464     |
| train/                  |            |
|    approx_kl            | 0.19244146 |
|    clip_fraction        | 0.664      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.84      |
|    explained_variance   | -0.154     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.124     |
|    n_updates            | 1160       |
|    policy_gradient_loss | -0.0924    |
|    value_loss           | 0.00011    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.79e+03   |
|    ep_rew_mean          | 0.219      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 118        |
|    time_elapsed         | 2952       |
|    total_timesteps      | 966656     |
| train/                  |            |
|    approx_kl            | 0.18285955 |
|    clip_fraction        | 0.653      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.79      |
|    explained_variance   | -0.092     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.111     |
|    n_updates            | 1170       |
|    policy_gradient_loss | -0.0829    |
|    value_loss           | 0.000184   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.8e+03   |
|    ep_rew_mean          | 0.234     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 119       |
|    time_elapsed         | 2977      |
|    total_timesteps      | 974848    |
| train/                  |           |
|    approx_kl            | 0.2017031 |
|    clip_fraction        | 0.666     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.83     |
|    explained_variance   | -0.164    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.114    |
|    n_updates            | 1180      |
|    policy_gradient_loss | -0.0907   |
|    value_loss           | 0.000155  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.82e+03   |
|    ep_rew_mean          | 0.235      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 120        |
|    time_elapsed         | 3002       |
|    total_timesteps      | 983040     |
| train/                  |            |
|    approx_kl            | 0.19539812 |
|    clip_fraction        | 0.661      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.8       |
|    explained_variance   | -0.105     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.104     |
|    n_updates            | 1190       |
|    policy_gradient_loss | -0.0891    |
|    value_loss           | 0.000169   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.78e+03   |
|    ep_rew_mean          | 0.231      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 121        |
|    time_elapsed         | 3028       |
|    total_timesteps      | 991232     |
| train/                  |            |
|    approx_kl            | 0.18791303 |
|    clip_fraction        | 0.67       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | -0.193     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.118     |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.0926    |
|    value_loss           | 0.000174   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.79e+03  |
|    ep_rew_mean          | 0.227     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 122       |
|    time_elapsed         | 3053      |
|    total_timesteps      | 999424    |
| train/                  |           |
|    approx_kl            | 0.1955392 |
|    clip_fraction        | 0.649     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.82     |
|    explained_variance   | -0.151    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.123    |
|    n_updates            | 1210      |
|    policy_gradient_loss | -0.0834   |
|    value_loss           | 0.000227  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.229      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 123        |
|    time_elapsed         | 3080       |
|    total_timesteps      | 1007616    |
| train/                  |            |
|    approx_kl            | 0.20574816 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | -0.125     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.134     |
|    n_updates            | 1220       |
|    policy_gradient_loss | -0.1       |
|    value_loss           | 0.000135   |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 1.76e+03 |
|    ep_rew_mean          | 0.227    |
| time/                   |          |
|    fps                  | 327      |
|    iterations           | 124      |
|    time_elapsed         | 3104     |
|    total_timesteps      | 1015808  |
| train/                  |          |
|    approx_kl            | 0.198515 |
|    clip_fraction        | 0.673    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.85    |
|    explained_variance   | -0.127   |
|    learning_rate        | 0.0001   |
|    loss                 | -0.114   |
|    n_updates            | 1230     |
|    policy_gradient_loss | -0.091   |
|    value_loss           | 0.000165 |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.226      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 125        |
|    time_elapsed         | 3130       |
|    total_timesteps      | 1024000    |
| train/                  |            |
|    approx_kl            | 0.22398344 |
|    clip_fraction        | 0.69       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.77      |
|    explained_variance   | -0.163     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.118     |
|    n_updates            | 1240       |
|    policy_gradient_loss | -0.0951    |
|    value_loss           | 0.000183   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.76e+03  |
|    ep_rew_mean          | 0.216     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 126       |
|    time_elapsed         | 3154      |
|    total_timesteps      | 1032192   |
| train/                  |           |
|    approx_kl            | 0.1910915 |
|    clip_fraction        | 0.654     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.73     |
|    explained_variance   | -0.0233   |
|    learning_rate        | 0.0001    |
|    loss                 | -0.111    |
|    n_updates            | 1250      |
|    policy_gradient_loss | -0.0887   |
|    value_loss           | 0.000226  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.219      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 127        |
|    time_elapsed         | 3179       |
|    total_timesteps      | 1040384    |
| train/                  |            |
|    approx_kl            | 0.20730115 |
|    clip_fraction        | 0.687      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | -0.0941    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.117     |
|    n_updates            | 1260       |
|    policy_gradient_loss | -0.0946    |
|    value_loss           | 0.000168   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.204      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 128        |
|    time_elapsed         | 3204       |
|    total_timesteps      | 1048576    |
| train/                  |            |
|    approx_kl            | 0.20378564 |
|    clip_fraction        | 0.663      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.78      |
|    explained_variance   | -0.158     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.118     |
|    n_updates            | 1270       |
|    policy_gradient_loss | -0.0913    |
|    value_loss           | 0.00019    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.208      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 129        |
|    time_elapsed         | 3228       |
|    total_timesteps      | 1056768    |
| train/                  |            |
|    approx_kl            | 0.18443106 |
|    clip_fraction        | 0.645      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.82      |
|    explained_variance   | -0.239     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1280       |
|    policy_gradient_loss | -0.0834    |
|    value_loss           | 0.000184   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.74e+03  |
|    ep_rew_mean          | 0.207     |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 130       |
|    time_elapsed         | 3255      |
|    total_timesteps      | 1064960   |
| train/                  |           |
|    approx_kl            | 0.2105402 |
|    clip_fraction        | 0.685     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.79     |
|    explained_variance   | -0.0469   |
|    learning_rate        | 0.0001    |
|    loss                 | -0.111    |
|    n_updates            | 1290      |
|    policy_gradient_loss | -0.0924   |
|    value_loss           | 0.000234  |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.7e+03   |
|    ep_rew_mean          | 0.2       |
| time/                   |           |
|    fps                  | 327       |
|    iterations           | 131       |
|    time_elapsed         | 3280      |
|    total_timesteps      | 1073152   |
| train/                  |           |
|    approx_kl            | 0.2282112 |
|    clip_fraction        | 0.689     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.78     |
|    explained_variance   | -0.175    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.13     |
|    n_updates            | 1300      |
|    policy_gradient_loss | -0.0972   |
|    value_loss           | 0.000178  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.201      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 132        |
|    time_elapsed         | 3305       |
|    total_timesteps      | 1081344    |
| train/                  |            |
|    approx_kl            | 0.24279466 |
|    clip_fraction        | 0.695      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.168     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.122     |
|    n_updates            | 1310       |
|    policy_gradient_loss | -0.0988    |
|    value_loss           | 0.000155   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.74e+03   |
|    ep_rew_mean          | 0.201      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 133        |
|    time_elapsed         | 3330       |
|    total_timesteps      | 1089536    |
| train/                  |            |
|    approx_kl            | 0.19334699 |
|    clip_fraction        | 0.662      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.85      |
|    explained_variance   | -0.0743    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.127     |
|    n_updates            | 1320       |
|    policy_gradient_loss | -0.0849    |
|    value_loss           | 0.000198   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.209      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 134        |
|    time_elapsed         | 3355       |
|    total_timesteps      | 1097728    |
| train/                  |            |
|    approx_kl            | 0.21402234 |
|    clip_fraction        | 0.675      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.83      |
|    explained_variance   | -0.169     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.113     |
|    n_updates            | 1330       |
|    policy_gradient_loss | -0.0914    |
|    value_loss           | 0.000168   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.73e+03   |
|    ep_rew_mean          | 0.216      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 135        |
|    time_elapsed         | 3382       |
|    total_timesteps      | 1105920    |
| train/                  |            |
|    approx_kl            | 0.23198593 |
|    clip_fraction        | 0.689      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.0972    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.121     |
|    n_updates            | 1340       |
|    policy_gradient_loss | -0.0931    |
|    value_loss           | 0.00024    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.7e+03    |
|    ep_rew_mean          | 0.215      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 136        |
|    time_elapsed         | 3406       |
|    total_timesteps      | 1114112    |
| train/                  |            |
|    approx_kl            | 0.22086786 |
|    clip_fraction        | 0.685      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.75      |
|    explained_variance   | -0.203     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.114     |
|    n_updates            | 1350       |
|    policy_gradient_loss | -0.0936    |
|    value_loss           | 0.000191   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.226      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 137        |
|    time_elapsed         | 3432       |
|    total_timesteps      | 1122304    |
| train/                  |            |
|    approx_kl            | 0.24573462 |
|    clip_fraction        | 0.692      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.19      |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1360       |
|    policy_gradient_loss | -0.0921    |
|    value_loss           | 0.000236   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.68e+03   |
|    ep_rew_mean          | 0.226      |
| time/                   |            |
|    fps                  | 327        |
|    iterations           | 138        |
|    time_elapsed         | 3456       |
|    total_timesteps      | 1130496    |
| train/                  |            |
|    approx_kl            | 0.21591774 |
|    clip_fraction        | 0.679      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.81      |
|    explained_variance   | -0.239     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0844    |
|    n_updates            | 1370       |
|    policy_gradient_loss | -0.0936    |
|    value_loss           | 0.000241   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.68e+03  |
|    ep_rew_mean          | 0.252     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 139       |
|    time_elapsed         | 3482      |
|    total_timesteps      | 1138688   |
| train/                  |           |
|    approx_kl            | 0.1889649 |
|    clip_fraction        | 0.669     |
|    clip_range           | 0.2       |
